id_camion,ciudad_origen,capacidad_maxima,valoracion,ciudad_destino,peso_carga,valor_carga,dimension_carga,requisitos,match
57,Santiago,48357,2,Concepcion,1779,13881537,1672.761764866345,0,1
523,Antofagasta,48667,3,Antofagasta,2798,4325708,3089.5693285168973,0,0
587,Santiago,21303,2,Concepcion,5203,16150112,10610.956524617373,0,1
664,Concepcion,32049,2,Valparaiso,18546,43916928,60530.97459340688,0,0
781,Santiago,48162,3,Santiago,13241,65331094,60416.723943820325,0,0
19,Santiago,33894,1,Santiago,26745,197618805,15182.373637395287,1,1
443,Concepcion,16820,1,Valparaiso,13422,64747728,9583.069214870558,0,1
37,Santiago,49032,2,Concepcion,34320,23234640,137617.6166849265,0,1
276,Valparaiso,16776,5,Valparaiso,7013,1143119,4004.9101765294326,0,1
450,Valparaiso,331,5,Valparaiso,299,368368,1385.0218848972802,1,0
744,Santiago,45876,4,Antofagasta,15273,45024804,28129.046022516188,1,1
768,Concepcion,13378,3,Valparaiso,4618,19076958,27639.61085622043,0,0
446,Valparaiso,44909,2,Santiago,1857,13884789,7695.901713748836,0,0
820,Antofagasta,14131,3,Valparaiso,12669,25211310,97273.8382503009,0,1
305,Concepcion,1790,3,Valparaiso,928,6460736,3419.534099348566,0,0
789,Antofagasta,6701,1,Concepcion,1657,16006620,4225.1491598722805,0,1
43,Antofagasta,42083,1,Santiago,9522,83546028,75644.42198904323,0,1
314,Valparaiso,2365,2,Antofagasta,587,3780280,2197.753226760251,0,1
540,Antofagasta,6352,3,Valparaiso,514,3717248,301.9677974342075,0,1
689,Valparaiso,20590,5,Concepcion,20195,77326655,77441.09005226764,0,0
768,Concepcion,37100,4,Antofagasta,18816,127610112,28577.09116760674,1,0
415,Valparaiso,30866,4,Antofagasta,12819,116716995,13938.371591429575,0,0
659,Santiago,23714,5,Valparaiso,12074,120100078,18697.22989302564,0,0
288,Valparaiso,39079,4,Antofagasta,14626,130054392,96525.09126137875,0,1
678,Santiago,38054,4,Valparaiso,30043,51493702,6108.01867544781,1,1
836,Concepcion,45863,1,Valparaiso,495,1044945,1797.6647304982087,0,1
51,Valparaiso,32279,5,Valparaiso,3006,3874734,1714.3270500119306,1,1
167,Valparaiso,23595,1,Concepcion,14510,18601820,8192.126644870885,0,1
997,Valparaiso,28298,4,Antofagasta,17654,26339768,75699.34586415504,1,0
786,Antofagasta,40717,4,Antofagasta,20631,26222001,171313.68694067723,0,0
182,Antofagasta,44213,5,Concepcion,41038,285090986,20975.116582901825,0,0
206,Antofagasta,37091,5,Concepcion,18678,5510010,92604.74360543035,0,1
962,Antofagasta,3210,5,Concepcion,260,1902160,681.6964662950065,0,0
279,Valparaiso,39804,5,Antofagasta,33400,83667000,27979.443341135895,1,1
756,Concepcion,30552,5,Antofagasta,11377,69752387,72635.2361046753,0,0
850,Concepcion,32112,4,Valparaiso,22238,88840810,10682.864962465177,1,0
301,Valparaiso,26571,2,Antofagasta,19141,60868380,5507.95216740591,0,0
564,Valparaiso,49057,1,Valparaiso,49031,223091050,19110.755439540342,0,0
991,Concepcion,49721,1,Valparaiso,14170,30252950,99126.82490575348,0,1
952,Santiago,16648,3,Concepcion,11348,47389248,17547.926776717908,1,0
190,Valparaiso,19918,2,Valparaiso,16072,113854048,20876.90062416655,0,1
286,Santiago,38520,1,Santiago,37674,338124150,338383.11099831644,1,1
851,Concepcion,34390,5,Valparaiso,6776,50562512,15989.362060765096,1,1
251,Antofagasta,33945,1,Valparaiso,8241,51020031,1387.9196013994767,0,0
794,Valparaiso,26279,2,Valparaiso,405,3199095,2037.2743480173483,0,0
699,Antofagasta,13293,3,Valparaiso,11149,103908680,10216.061937264458,0,1
636,Valparaiso,31216,5,Santiago,21166,53168992,99913.92171699883,0,0
591,Concepcion,8428,2,Concepcion,7792,20212448,31518.044269877297,1,1
251,Concepcion,1119,5,Concepcion,222,342324,387.4852345035769,0,1
849,Santiago,5668,1,Concepcion,2961,473760,11260.698727729112,1,0
539,Antofagasta,25968,4,Santiago,6703,20102297,115.43549730086588,0,1
364,Santiago,3554,4,Santiago,42,163296,230.95804892518305,0,1
751,Valparaiso,38976,5,Concepcion,9163,21276486,17744.784395210165,0,0
70,Antofagasta,49937,2,Santiago,13107,34694229,110592.2599338002,0,0
410,Concepcion,24960,2,Santiago,7045,33322850,11944.563255139412,0,0
795,Antofagasta,44146,5,Santiago,26792,17977432,186626.70811451972,0,0
854,Valparaiso,39319,1,Antofagasta,9505,56298115,74585.1468345569,0,1
851,Valparaiso,18968,2,Valparaiso,17945,43821690,16991.080867777313,0,1
550,Santiago,8339,5,Concepcion,5763,3601875,4983.01809043517,0,1
181,Concepcion,35063,4,Santiago,8331,58042077,14827.338293271976,0,0
619,Valparaiso,32542,3,Valparaiso,509,4224191,3830.8432614030216,0,1
21,Antofagasta,29522,4,Antofagasta,29388,210418080,51253.49523230269,1,1
403,Concepcion,36063,2,Valparaiso,2768,20499808,10921.056850188696,0,0
786,Antofagasta,36300,4,Antofagasta,4530,20230980,7757.916368577374,0,0
914,Concepcion,46147,2,Concepcion,45380,118714080,96131.47288767977,0,0
377,Santiago,16100,5,Antofagasta,2945,21887240,8991.599997400477,0,0
692,Antofagasta,46117,4,Concepcion,44279,96129709,141560.8621181863,1,0
581,Valparaiso,2831,4,Valparaiso,2718,20211048,5406.82156068162,0,0
735,Valparaiso,24604,3,Santiago,3214,26682628,17774.694217291508,0,0
131,Valparaiso,31396,3,Santiago,26183,201530551,85275.81385937882,0,0
73,Santiago,23100,3,Santiago,16646,28647766,30115.278163358806,0,0
627,Concepcion,28971,2,Santiago,2607,1824900,11600.274658632796,0,0
507,Concepcion,6470,3,Antofagasta,2186,312598,212.70883148042046,1,0
599,Valparaiso,21613,3,Santiago,8092,78516676,27661.951131421254,0,1
435,Concepcion,41701,2,Santiago,38926,110043802,301226.0931123959,0,0
249,Antofagasta,39371,2,Valparaiso,2424,24016992,2936.5000765174086,0,1
85,Valparaiso,25009,1,Concepcion,7558,74378278,49547.61050496359,0,0
733,Concepcion,34006,4,Concepcion,28290,228130560,78904.52847967776,0,0
437,Concepcion,28289,2,Valparaiso,16889,111720735,22229.92420992307,0,1
103,Santiago,18527,5,Santiago,12824,34406792,45921.341698395314,0,0
15,Santiago,24111,3,Antofagasta,13388,103167928,36917.323260864265,0,1
615,Antofagasta,42433,4,Antofagasta,17161,49732578,7773.196516167299,0,0
920,Santiago,42503,2,Valparaiso,16324,83007540,62233.12678967802,0,0
10,Valparaiso,23278,4,Antofagasta,4157,35791770,1964.6966117668564,0,0
721,Valparaiso,49234,5,Valparaiso,48892,103553256,5153.085283677297,0,0
784,Concepcion,17523,1,Santiago,17503,159294803,21099.029208690597,1,0
116,Antofagasta,17693,2,Antofagasta,14557,305697,19371.609967996028,0,1
115,Concepcion,17572,1,Valparaiso,16374,163117788,76274.51013427184,0,0
177,Antofagasta,29148,3,Valparaiso,16773,100067718,36068.01767601272,1,0
619,Concepcion,18135,3,Antofagasta,7498,12364202,14052.666450334451,0,0
545,Antofagasta,28824,3,Valparaiso,27419,234542126,189774.1803474559,0,1
981,Concepcion,17107,5,Concepcion,15520,148045280,12176.191801525174,0,0
602,Santiago,44065,4,Valparaiso,24024,19531512,61289.035743063825,0,0
745,Valparaiso,47030,1,Concepcion,38710,69871550,195641.47111488567,0,0
892,Valparaiso,4566,4,Concepcion,1448,331592,3595.878714939039,0,1
572,Santiago,23796,1,Concepcion,21640,80284400,96277.03027147894,0,1
565,Santiago,10656,5,Santiago,2657,2577290,2389.3897940334377,0,0
213,Concepcion,46183,3,Concepcion,22100,62299900,33664.3517748678,0,1
739,Antofagasta,38180,4,Santiago,29245,142072210,250118.47816536264,0,1
166,Valparaiso,16960,5,Concepcion,15649,71875857,76125.92832973407,0,1
49,Antofagasta,5118,4,Antofagasta,141,1135755,125.57698016394075,0,0
91,Antofagasta,14532,5,Antofagasta,9136,1790656,26624.22672729853,0,0
606,Concepcion,9482,5,Santiago,4112,37970208,2710.6941984701566,0,0
332,Valparaiso,28175,2,Valparaiso,23380,133569940,83712.43037642328,0,0
172,Valparaiso,12398,5,Antofagasta,4939,6613321,4292.69112708542,0,0
59,Santiago,13626,2,Antofagasta,3399,16233624,18134.968513136166,0,0
79,Valparaiso,44551,2,Antofagasta,1239,7518252,1235.6005302442559,1,0
85,Valparaiso,33217,4,Valparaiso,928,8622048,262.94883432965753,0,0
975,Santiago,37694,4,Antofagasta,26211,30299916,167310.72356780132,0,0
820,Concepcion,11238,4,Santiago,1521,6424704,414.9418176691609,1,0
6,Santiago,44746,2,Antofagasta,28632,86525904,30476.835535936694,0,1
347,Valparaiso,48030,2,Antofagasta,38445,87077925,191668.03861069796,0,0
98,Santiago,28784,5,Santiago,11628,80326224,46322.40555732325,0,0
343,Santiago,48161,3,Valparaiso,5105,33795100,10986.56220190457,0,1
647,Concepcion,30943,2,Valparaiso,12629,110402718,24778.48727438129,0,1
417,Antofagasta,182,5,Santiago,151,1318985,204.42251437605572,0,0
42,Concepcion,29822,5,Concepcion,16803,95676282,17527.87208051999,0,0
883,Antofagasta,44006,2,Antofagasta,20901,16678998,19394.617284426004,0,1
546,Santiago,4589,4,Valparaiso,3372,18539256,9009.778546652951,0,1
198,Valparaiso,5171,5,Santiago,718,5934270,397.48332083194816,0,0
640,Valparaiso,45786,1,Santiago,39227,137372954,5313.726221719338,0,1
765,Valparaiso,27878,2,Valparaiso,26433,93202758,83806.2185613745,0,1
78,Santiago,9510,1,Santiago,698,2593768,727.8091593556004,0,0
227,Concepcion,14095,1,Antofagasta,12843,2208996,8725.194581097885,1,0
881,Santiago,2888,4,Concepcion,1076,1731284,2075.9726401854696,0,0
264,Valparaiso,12932,5,Santiago,6452,32208384,13759.02026352708,0,1
698,Valparaiso,6257,2,Antofagasta,1751,1686213,3360.5835426891454,0,0
755,Concepcion,24213,5,Valparaiso,15985,49745320,7348.683268123966,1,1
551,Valparaiso,32315,2,Valparaiso,6476,16552656,50346.69854950334,1,1
123,Concepcion,1448,1,Valparaiso,236,539732,1825.6697078488469,0,1
736,Valparaiso,44969,3,Concepcion,39080,326865120,239496.52531212656,0,0
414,Concepcion,34961,4,Antofagasta,14344,104209160,67439.6455524484,0,1
899,Antofagasta,34312,1,Valparaiso,20676,61469748,64824.17185854989,0,0
729,Antofagasta,23747,4,Antofagasta,6633,34219647,28971.056336244106,0,1
645,Antofagasta,31492,1,Concepcion,30081,253462506,14378.7570809122,0,1
327,Valparaiso,5074,1,Valparaiso,4361,42432530,13437.024882559828,0,1
584,Concepcion,25374,2,Antofagasta,18422,180719820,95356.07741439779,0,0
64,Valparaiso,10983,1,Antofagasta,3335,17385355,7309.445744354937,0,0
822,Antofagasta,35790,5,Santiago,11050,14762800,12812.503173494124,0,1
972,Antofagasta,37517,2,Santiago,20157,131363169,63888.82456646811,1,0
513,Antofagasta,47962,2,Valparaiso,159,628527,1090.3566332233183,0,0
655,Concepcion,46526,5,Santiago,12305,117229735,14670.102898097104,0,0
365,Valparaiso,27264,1,Santiago,19795,167267750,18329.401659775496,0,0
692,Antofagasta,6462,1,Santiago,1621,15846896,1336.3483350289735,0,1
496,Antofagasta,21988,3,Santiago,2678,10457590,2737.426475390965,1,0
267,Santiago,28775,5,Valparaiso,2063,18358637,1040.4959039158803,0,0
578,Valparaiso,14327,5,Valparaiso,12485,78193555,46527.2850495797,0,0
664,Valparaiso,4604,5,Valparaiso,3369,12101448,15859.587264961137,0,0
8,Valparaiso,43739,1,Valparaiso,2238,7595772,11795.484645890392,0,1
366,Santiago,29197,4,Concepcion,11288,105892728,45075.643411620724,0,1
508,Santiago,28037,5,Santiago,20533,2258630,57897.93400816994,1,1
479,Valparaiso,20158,1,Concepcion,11559,22459137,3489.3967844756526,0,1
771,Valparaiso,44119,4,Antofagasta,13402,90168656,21790.137380128926,0,0
390,Santiago,49632,1,Concepcion,40829,89170536,282281.9232889997,0,1
705,Santiago,21934,4,Santiago,16544,39407808,9185.835611177856,0,0
725,Valparaiso,45005,2,Santiago,23411,14608464,91070.02707966871,0,0
829,Santiago,7752,2,Santiago,2370,13743630,3517.456185578013,0,0
462,Santiago,6850,4,Concepcion,6677,9848575,37622.490867687404,0,1
265,Valparaiso,12599,1,Concepcion,7112,30233112,9802.99256506391,0,1
192,Concepcion,25637,4,Concepcion,22688,151737344,20905.662869480897,0,0
288,Concepcion,36633,1,Valparaiso,22409,42644327,64219.84628904524,1,0
260,Santiago,18676,2,Valparaiso,2752,10930944,2721.1528887720137,0,1
376,Valparaiso,47433,4,Valparaiso,8721,63741789,48870.893461354586,0,0
752,Santiago,12008,4,Santiago,1934,14769958,875.3304568284956,1,1
96,Valparaiso,26489,2,Valparaiso,23476,200766752,221786.32130465598,1,1
433,Concepcion,34139,5,Santiago,11476,107748164,57289.060365991005,0,1
680,Valparaiso,43719,4,Concepcion,9132,44071032,17875.946065244152,0,1
430,Antofagasta,41666,3,Valparaiso,26027,65640094,13296.16207558991,0,1
147,Antofagasta,25180,4,Valparaiso,11274,90361110,49704.23454482204,0,1
949,Valparaiso,11624,2,Antofagasta,11556,94123620,15199.282985056987,1,1
3,Antofagasta,31606,4,Antofagasta,17028,157338720,10998.547898599434,0,1
291,Concepcion,4912,5,Antofagasta,3831,27391650,6573.1736419428635,0,1
538,Concepcion,48352,1,Santiago,18954,136355076,61809.05288399245,0,0
678,Concepcion,4480,4,Santiago,1587,542754,5383.1451444517115,0,0
74,Antofagasta,42538,3,Santiago,39936,253473792,144894.79070169997,0,0
574,Valparaiso,40820,5,Concepcion,35354,79405084,183635.15373690933,0,0
343,Antofagasta,44230,3,Valparaiso,7171,35080532,48869.39843882252,0,0
174,Concepcion,39096,3,Concepcion,7730,74656340,22178.64797053405,0,1
712,Concepcion,2810,5,Antofagasta,149,989658,179.14210164674293,0,0
78,Antofagasta,8100,5,Santiago,4248,4936176,11307.335273357809,0,1
783,Antofagasta,6449,4,Valparaiso,3194,22508118,18918.536015645957,0,1
681,Concepcion,37441,3,Antofagasta,31305,308729910,112050.34265489999,1,0
672,Santiago,46145,2,Valparaiso,37454,147306582,18082.962542504032,0,0
618,Santiago,9536,2,Valparaiso,1101,4182699,2865.349125449376,0,0
949,Valparaiso,36073,5,Antofagasta,32081,54056485,74619.07559690901,0,0
606,Concepcion,25060,5,Antofagasta,18210,158991510,157628.2561667034,0,1
898,Valparaiso,4071,3,Valparaiso,2142,18168444,18198.346094903365,0,0
974,Antofagasta,32947,3,Santiago,30783,253682703,206773.3164679564,0,0
891,Santiago,36444,4,Valparaiso,23092,76873268,92761.90814933865,1,0
309,Concepcion,13683,2,Antofagasta,5112,6323544,3749.0528908946058,0,1
898,Concepcion,43854,3,Valparaiso,19446,94857588,31925.09220006589,0,0
402,Santiago,15710,2,Antofagasta,3360,24847200,10042.658713814066,0,0
250,Santiago,48329,4,Antofagasta,6695,32176170,32970.55073810993,0,0
645,Valparaiso,12310,5,Valparaiso,6216,15011640,57302.87776932078,0,0
4,Antofagasta,25070,5,Antofagasta,21130,162975690,19439.25516164225,0,1
940,Concepcion,7796,2,Concepcion,5459,51920549,15554.11330253051,0,0
803,Antofagasta,30990,2,Santiago,4383,41441265,3794.8741773214247,0,1
755,Santiago,39540,5,Valparaiso,18375,62015625,3621.803069987307,0,0
486,Valparaiso,43994,1,Concepcion,26335,210100630,25695.2270457856,0,0
680,Valparaiso,34850,5,Antofagasta,10809,46824588,67288.8292079099,1,0
519,Antofagasta,20902,4,Santiago,18445,7304220,94917.23446667733,0,0
378,Concepcion,17158,5,Antofagasta,14840,9853760,15453.354518049497,0,1
1000,Concepcion,18003,4,Valparaiso,2835,22362480,1192.175464700375,1,1
890,Concepcion,21218,5,Antofagasta,347,2507769,72.7492901839935,0,0
90,Antofagasta,45465,4,Valparaiso,32571,298936638,44009.78382725178,1,1
897,Santiago,44677,4,Antofagasta,7053,67849860,44490.514941376925,0,1
901,Antofagasta,49833,4,Concepcion,23612,129063192,52860.537633631975,0,1
172,Valparaiso,25033,3,Antofagasta,23011,31962279,5277.012464016901,1,1
527,Valparaiso,49195,1,Concepcion,23986,54688080,93681.89292570022,0,1
825,Antofagasta,20971,1,Santiago,7038,30622338,8919.015272953218,0,0
811,Santiago,46754,1,Concepcion,32470,79648910,1561.6998699976177,0,0
595,Antofagasta,2734,1,Antofagasta,2012,9003700,10608.297660837668,0,0
788,Concepcion,9564,1,Santiago,1896,10257360,665.7544185884925,0,1
939,Santiago,25412,1,Antofagasta,21329,135716427,53892.48273192229,0,0
839,Concepcion,27396,4,Valparaiso,27037,48693637,27183.63850665572,0,1
298,Valparaiso,40434,4,Concepcion,21049,188493795,6653.9933032796735,0,1
759,Concepcion,7927,5,Valparaiso,933,4285269,2472.4090500426446,0,0
162,Concepcion,10881,1,Santiago,3137,24471737,4436.053617532497,0,0
719,Valparaiso,17742,5,Valparaiso,1597,12966043,4360.453784565136,1,1
664,Concepcion,48324,5,Valparaiso,26560,196544000,39040.35694796324,0,0
464,Concepcion,4709,4,Santiago,4178,28088694,5362.672758945573,0,1
655,Valparaiso,38374,1,Antofagasta,12519,82437615,3127.5340642953333,0,0
801,Valparaiso,7180,4,Antofagasta,5343,11631711,7071.855160784644,0,1
297,Santiago,27785,3,Valparaiso,4888,20378072,5303.399534061549,0,1
219,Valparaiso,9185,2,Valparaiso,7900,78897300,51572.17386805365,0,1
249,Concepcion,17085,3,Santiago,5675,12638225,2376.6447955393214,0,0
905,Concepcion,21533,1,Antofagasta,706,2550778,2895.0224514011934,0,1
575,Concepcion,7383,1,Valparaiso,3975,5990325,2624.4591941609833,0,1
251,Concepcion,39173,5,Antofagasta,11132,1291312,45895.262768290704,0,0
84,Concepcion,328,4,Valparaiso,125,1224500,255.62682817433364,0,1
749,Santiago,2003,1,Valparaiso,801,343629,1564.0127456252571,0,1
545,Antofagasta,36064,2,Santiago,14348,73045668,48818.73519692178,0,1
436,Concepcion,36026,2,Santiago,28578,213677706,164216.27184263917,0,0
884,Antofagasta,11187,1,Santiago,9693,81372735,4989.897621676183,0,0
595,Antofagasta,49070,3,Santiago,19500,8424000,17207.957520682383,0,1
306,Valparaiso,48378,2,Antofagasta,41690,48777300,26132.392833037462,1,1
411,Santiago,39445,2,Concepcion,7985,41993115,13201.201658222204,0,1
502,Antofagasta,31590,5,Valparaiso,10535,30614710,83416.98933375647,0,1
229,Antofagasta,39906,4,Concepcion,14855,33096940,11728.447369435762,0,0
32,Valparaiso,46783,1,Santiago,4478,18050818,29786.25417343951,0,1
151,Santiago,31278,3,Concepcion,8080,71322160,47039.11118307528,0,1
552,Concepcion,19942,1,Antofagasta,8408,54139112,22007.90021383772,0,0
887,Antofagasta,8458,3,Concepcion,2705,10211375,19585.554306920963,0,1
901,Concepcion,43176,3,Concepcion,886,3264910,4405.6264336542545,0,1
917,Antofagasta,26837,3,Valparaiso,10725,61250475,13071.745873275238,0,1
491,Santiago,8999,4,Valparaiso,3026,1906380,7652.121166873965,1,0
285,Antofagasta,46858,3,Concepcion,33761,166880623,231804.36679894652,0,1
956,Valparaiso,20469,1,Santiago,9288,43616448,12703.417784193683,0,0
571,Antofagasta,3998,2,Valparaiso,3873,19938204,8747.145789289138,0,1
868,Santiago,49665,2,Antofagasta,34951,276077949,138524.82570807467,0,1
842,Santiago,27529,2,Valparaiso,10212,83135892,9512.936159696754,0,1
86,Antofagasta,49472,3,Santiago,35134,99640024,31377.90641191238,0,1
4,Valparaiso,49906,3,Concepcion,18628,73152156,40475.518149816606,0,1
494,Antofagasta,19130,4,Antofagasta,4903,2078872,1190.9957015868465,0,1
162,Valparaiso,10472,5,Concepcion,8482,23384874,67650.39660708212,0,0
444,Concepcion,47558,3,Concepcion,7753,6365213,10464.522704420497,0,0
219,Valparaiso,2666,3,Valparaiso,533,1341561,371.46206834651133,1,1
142,Antofagasta,15693,1,Antofagasta,6178,27665084,2052.6798553235462,0,1
211,Valparaiso,47068,4,Santiago,7990,44991690,3017.977066603286,0,1
589,Santiago,1060,2,Santiago,462,4159386,107.20018755226039,1,0
738,Antofagasta,33965,1,Valparaiso,33121,183556582,176562.94286556292,0,0
774,Santiago,13368,3,Valparaiso,5054,3846094,7233.651873344564,0,1
517,Concepcion,23232,4,Valparaiso,6593,11524564,31575.023065049714,0,1
845,Antofagasta,17183,1,Concepcion,15074,90579666,8143.27346214707,0,1
956,Concepcion,10848,4,Santiago,935,7815665,3334.018690508893,0,0
363,Antofagasta,47161,1,Santiago,10039,59591504,10893.76746970437,0,0
821,Concepcion,40664,4,Santiago,27496,152932752,112575.02690736091,0,1
299,Valparaiso,3235,2,Valparaiso,1177,11306262,468.59085250124394,0,1
265,Antofagasta,33569,4,Concepcion,10631,47913917,17580.198136302373,0,0
778,Concepcion,5743,3,Concepcion,4563,565812,4318.956354697321,0,0
901,Concepcion,38364,5,Santiago,5588,31002224,7964.450069127626,0,1
521,Valparaiso,2230,4,Concepcion,1255,9879360,807.1239033977123,1,1
190,Concepcion,15884,2,Valparaiso,11935,49208005,7682.197034538546,0,0
88,Antofagasta,31088,3,Valparaiso,23989,188073760,18779.56492044641,0,0
158,Concepcion,18008,2,Concepcion,16884,27352080,149255.32930987174,0,0
706,Valparaiso,48862,2,Antofagasta,13285,10880415,68548.07002961004,0,1
1000,Valparaiso,39153,3,Concepcion,27973,237826446,51857.40763754161,0,1
578,Antofagasta,20530,2,Valparaiso,13807,136509809,51006.53909393707,0,1
364,Santiago,28244,2,Concepcion,1467,11165337,488.38887465216527,1,0
473,Concepcion,24223,3,Valparaiso,10461,19342389,9478.675936930249,0,1
611,Concepcion,15961,1,Santiago,1302,1549380,4176.52547063195,0,0
679,Concepcion,9048,5,Concepcion,3267,18768915,15643.956596300588,0,0
651,Concepcion,45111,4,Antofagasta,18128,6290416,10676.830251823043,0,0
683,Antofagasta,28419,2,Concepcion,20406,26548206,70914.80054749268,1,0
624,Santiago,19581,1,Concepcion,3442,15406392,11813.401370681422,0,0
777,Santiago,35553,3,Santiago,11342,75333564,10632.233479923645,0,1
517,Santiago,38658,1,Santiago,6557,2806396,36262.60730565825,0,1
782,Concepcion,11620,1,Valparaiso,5886,47664828,6544.64182941192,0,1
708,Antofagasta,15218,2,Valparaiso,13160,11093880,3957.8583833039625,0,0
377,Antofagasta,39359,4,Concepcion,26390,194415130,85390.38416123997,0,0
214,Valparaiso,29508,3,Concepcion,22823,64931435,75842.63043905109,1,1
596,Santiago,20467,3,Valparaiso,13396,70717484,52115.55761897289,0,1
527,Valparaiso,47245,3,Antofagasta,20051,157199840,18487.95868344058,0,0
504,Santiago,34062,4,Concepcion,18781,114301166,24352.285859138712,0,1
653,Antofagasta,31484,3,Concepcion,24315,165633780,98356.26879303725,0,0
622,Concepcion,27811,5,Antofagasta,3659,32063817,11394.101919647374,0,1
331,Santiago,835,5,Concepcion,379,1278746,991.9209441324222,0,0
257,Valparaiso,33942,2,Concepcion,29240,90760960,41597.758688394344,0,1
839,Concepcion,6042,2,Santiago,3501,11140182,9159.84867757949,0,1
572,Concepcion,9413,2,Concepcion,9024,58827456,52708.39923956654,0,0
718,Concepcion,829,3,Antofagasta,188,1275580,177.96784807491719,0,0
217,Valparaiso,1365,2,Antofagasta,1042,6498954,104.43235193165788,0,1
860,Valparaiso,9697,2,Concepcion,4964,1504092,11207.749662937813,0,0
101,Antofagasta,25739,2,Valparaiso,6397,31556401,24682.75462981578,1,1
630,Concepcion,28111,4,Concepcion,26460,111290760,25230.732897644935,0,0
500,Concepcion,18488,5,Concepcion,17156,146718112,17045.444350625057,1,1
562,Santiago,4588,4,Concepcion,2650,19186000,2420.4500080922403,0,0
205,Concepcion,7628,2,Santiago,1745,624710,9489.037153238924,1,0
233,Santiago,42776,5,Valparaiso,12041,5370286,25765.918015774547,1,1
947,Concepcion,33276,4,Valparaiso,11686,701160,87455.62268460219,0,0
81,Santiago,7758,2,Valparaiso,35,140175,59.789496086901856,0,1
672,Antofagasta,23476,5,Concepcion,20647,15774308,9292.84158485124,0,0
234,Concepcion,8832,4,Concepcion,3850,1586200,3377.310462428798,0,0
760,Antofagasta,44785,1,Concepcion,1993,19236436,2985.403601841016,0,1
44,Antofagasta,40171,5,Santiago,23085,65884590,24367.10776073453,0,0
548,Santiago,19885,3,Antofagasta,10100,48722400,7566.424216065997,1,1
462,Santiago,15430,1,Antofagasta,2383,4339443,3710.866271509681,0,1
425,Santiago,18285,1,Antofagasta,3441,22793184,8149.971535717807,0,0
605,Valparaiso,39158,2,Valparaiso,31078,250302212,22628.05811975176,0,0
384,Concepcion,3600,1,Concepcion,299,2098382,786.1614032007999,0,1
696,Valparaiso,38712,4,Santiago,2740,24799740,24503.206862661522,1,1
846,Concepcion,261,1,Valparaiso,83,648894,50.12713205560633,0,0
985,Antofagasta,30863,4,Concepcion,20766,121128078,11332.968482604163,0,1
91,Santiago,39921,3,Antofagasta,20033,182160069,6081.997932858008,0,1
462,Antofagasta,46463,2,Valparaiso,23633,138796609,66219.25162902928,0,1
248,Valparaiso,31213,1,Santiago,26967,245453634,112237.41869964293,0,0
454,Santiago,218,1,Santiago,134,104654,658.0133259744911,0,1
510,Antofagasta,14110,5,Valparaiso,4670,35440630,2425.7769873816346,1,0
835,Antofagasta,41850,4,Santiago,27002,49737684,19165.29548650448,0,0
988,Concepcion,25512,4,Concepcion,16287,83193996,27081.193640776793,0,1
328,Antofagasta,49734,5,Santiago,18020,68710260,36626.55396398559,0,1
934,Concepcion,31891,4,Concepcion,28413,64554336,193976.28142981822,0,0
415,Concepcion,20066,5,Santiago,11789,42181042,71286.13586576426,0,1
708,Valparaiso,9674,2,Santiago,6487,41354625,17826.022414680818,0,0
186,Antofagasta,4930,3,Antofagasta,139,1347744,20.74038559090456,0,1
143,Santiago,43224,1,Valparaiso,32842,98000528,73751.97695251083,0,1
187,Antofagasta,33051,3,Antofagasta,2026,12980582,14538.363433266093,0,1
274,Santiago,2953,2,Concepcion,317,2660264,862.0236180081585,0,1
578,Concepcion,27741,4,Concepcion,6485,25272045,17261.320361972525,0,1
798,Antofagasta,24799,3,Antofagasta,3425,22584450,752.6589671292353,1,0
853,Santiago,1894,3,Antofagasta,343,1674869,462.2182877904304,0,1
198,Santiago,23472,5,Valparaiso,7155,18917820,10389.446731873846,0,1
268,Santiago,16427,1,Antofagasta,11341,49219940,99009.95162121051,0,1
51,Santiago,8967,2,Valparaiso,5709,959112,16758.927691783298,0,0
935,Valparaiso,28100,4,Santiago,19541,106166253,59929.05434383082,1,1
672,Concepcion,48692,3,Concepcion,42604,246336328,13404.465040969504,0,0
100,Valparaiso,40417,5,Valparaiso,6962,54011196,11744.15944675146,0,1
398,Antofagasta,47218,2,Valparaiso,23491,4087434,38095.91441184923,1,1
997,Antofagasta,12613,5,Valparaiso,1889,1488532,5708.763475259333,0,0
730,Antofagasta,38954,3,Antofagasta,13653,53137476,16445.99760068428,0,1
765,Concepcion,39251,5,Valparaiso,12455,31610790,63496.06616739422,0,0
924,Santiago,18195,2,Concepcion,7997,12595275,20073.727756340042,0,1
960,Antofagasta,42510,3,Santiago,39300,385611600,273798.4241987621,0,0
257,Valparaiso,26489,5,Valparaiso,9182,89331678,46766.070102440695,0,0
110,Antofagasta,43047,2,Santiago,29605,265290405,145589.85714983012,0,1
889,Valparaiso,26333,3,Santiago,23935,95644260,42605.1649089044,0,1
287,Santiago,17988,3,Valparaiso,14546,103742072,1085.0366758215691,0,1
981,Santiago,44406,4,Valparaiso,37860,149395560,60838.57254106844,0,0
526,Antofagasta,38527,2,Valparaiso,30171,168927429,91598.18720808731,0,1
625,Valparaiso,27105,1,Santiago,13522,6003768,81478.42232352105,0,0
113,Valparaiso,30261,2,Valparaiso,27917,143577131,88232.06312942551,0,1
